"ObsTime","StnPres","SeaPres","StnPresMax","StnPresMaxTime","StnPresMin","StnPresMinTime","Temperature","T Max","T Max Time","T Min","T Min Time","Td dew point","RH","RHMin","RHMinTime","WS","WD","WSGust","WDGust","WGustTime","Precp","PrecpHour","PrecpMax10","PrecpMax10Time","PrecpHrMax","PrecpHrMaxTime","SunShine","SunShineRate","GloblRad","VisbMean","EvapA","UVI Max","UVI Max Time","Cloud Amount"
"01","1000.1","1009.8","1001.7","2018-06-01 22:57","998.3","2018-06-01 15:24","28.8","34.8","2018-06-01 14:07","25.6","2018-06-01 23:09","23.4","73","54","2018-06-01 13:36","1.7","340","9.0","340","2018-06-01 14:37","T","0.5","T","2018-06-01 04:15","T","2018-06-01 04:15","4.1","30.4","18.89","14.1","-7.0","9","2018-06-01 14:00","8.4"
"02","1000.1","1009.8","1001.5","2018-06-02 07:29","998.3","2018-06-02 15:31","28.3","34.5","2018-06-02 12:25","24.4","2018-06-02 01:21","21.9","69","52","2018-06-02 13:10","1.5","340","9.2","320","2018-06-02 16:37","0.0","0.0","0.0","","0.0","","8.4","62.2","25.01","14.3","6.0","10","2018-06-02 12:00","5.8"
"03","998.8","1008.4","1000.6","2018-06-03 00:01","996.6","2018-06-03 16:33","29.3","34.8","2018-06-03 11:59","25.1","2018-06-03 04:59","23.4","71","51","2018-06-03 11:53","1.1","350","7.6","350","2018-06-03 13:32","0.0","0.0","0.0","","0.0","","9.1","67.4","24.48","12.9","5.9","9","2018-06-03 12:00","4.0"
"04","998.9","1008.6","1000.3","2018-06-04 22:39","997.0","2018-06-04 14:10","30.1","35.7","2018-06-04 12:38","26.2","2018-06-04 03:57","23.3","68","50","2018-06-04 15:16","1.1","310","6.8","350","2018-06-04 13:10","0.0","0.0","0.0","","0.0","","9.6","71.0","24.70","14.5","5.9","8","2018-06-04 13:00","2.9"
"05","999.5","1009.2","1001.5","2018-06-05 22:13","997.5","2018-06-05 14:37","29.8","35.7","2018-06-05 12:29","26.1","2018-06-05 04:49","23.8","71","54","2018-06-05 12:17","1.0","260","6.7","350","2018-06-05 16:31","T","0.3","T","2018-06-05 21:20","T","2018-06-05 21:20","5.5","40.7","19.41","12.5","-5.2","8","2018-06-05 13:00","7.3"
"06","998.7","1008.3","1000.0","2018-06-06 00:01","996.8","2018-06-06 14:43","30.3","35.8","2018-06-06 11:29","25.6","2018-06-06 05:13","23.8","70","47","2018-06-06 10:18","1.4","350","9.7","30","2018-06-06 16:36","0.0","0.0","0.0","","0.0","","9.0","66.5","24.84","13.9","6.0","9","2018-06-06 14:00","6.5"
"07","997.0","1006.6","998.4","2018-06-07 05:55","994.7","2018-06-07 15:30","30.4","35.2","2018-06-07 13:58","27.2","2018-06-07 05:11","25.1","74","59","2018-06-07 12:00","1.3","340","7.8","360","2018-06-07 14:17","0.0","0.0","0.0","","0.0","","6.0","44.3","21.90","13.3","5.8","8","2018-06-07 13:00","6.0"
"08","993.4","1003.0","996.6","2018-06-08 00:01","991.2","2018-06-08 16:31","30.1","35.2","2018-06-08 13:39","25.5","2018-06-08 04:42","24.2","71","58","2018-06-08 12:47","1.1","240","6.5","250","2018-06-08 10:30","0.0","0.0","0.0","","0.0","","7.7","56.9","22.84","14.3","5.0","8","2018-06-08 12:00","4.9"
"09","990.6","1000.2","992.4","2018-06-09 06:40","988.0","2018-06-09 16:20","30.4","35.6","2018-06-09 13:25","26.8","2018-06-09 05:22","24.6","72","55","2018-06-09 13:24","1.3","200","6.3","340","2018-06-09 15:23","0.0","0.0","0.0","","0.0","","8.1","59.8","21.42","15.4","5.8","8","2018-06-09 14:00","6.1"
"10","990.3","999.8","991.5","2018-06-10 22:12","988.5","2018-06-10 15:29","29.9","35.3","2018-06-10 12:07","27.7","2018-06-10 23:33","24.3","73","57","2018-06-10 12:11","1.4","170","7.2","340","2018-06-10 14:10","0.0","0.0","0.0","","0.0","","4.3","31.7","18.40","12.9","-3.8","8","2018-06-10 13:00","7.1"
"11","991.2","1000.9","994.0","2018-06-11 22:31","989.0","2018-06-11 03:31","28.3","31.5","2018-06-11 14:03","25.7","2018-06-11 07:46","24.3","80","68","2018-06-11 17:00","1.4","360","8.3","330","2018-06-11 11:12","42.0","2.5","11.5","2018-06-11 07:28","38.0","2018-06-11 07:08","1.7","12.5","14.25","14.1","4.3","8","2018-06-11 14:00","8.0"
"12","993.0","1002.6","994.7","2018-06-12 07:07","991.3","2018-06-12 16:31","29.6","34.4","2018-06-12 13:00","25.8","2018-06-12 05:25","22.4","66","51","2018-06-12 18:13","1.1","200","6.3","20","2018-06-12 16:22","0.0","0.0","0.0","","0.0","","4.2","31.0","18.57","13.3","5.5","7","2018-06-12 13:00","6.5"
"13","989.8","999.4","992.7","2018-06-13 00:01","987.5","2018-06-13 15:39","29.8","34.5","2018-06-13 12:40","25.5","2018-06-13 05:14","21.3","61","46","2018-06-13 18:22","1.2","350","7.7","360","2018-06-13 14:02","0.0","0.0","0.0","","0.0","","6.5","47.9","22.71","12.4","3.7","8","2018-06-13 13:00","7.0"
"14","986.7","996.2","988.6","2018-06-14 00:01","984.8","2018-06-14 16:24","29.4","33.7","2018-06-14 12:36","27.2","2018-06-14 20:32","23.5","71","60","2018-06-14 10:43","1.7","360","9.6","360","2018-06-14 12:29","T","0.9","T","2018-06-14 14:25","T","2018-06-14 14:25","4.5","33.2","18.59","12.3","-3.0","8","2018-06-14 13:00","8.3"
"15","988.2","997.8","993.1","2018-06-15 22:48","985.9","2018-06-15 04:52","28.1","32.8","2018-06-15 11:26","25.2","2018-06-15 05:08","22.6","73","57","2018-06-15 14:31","2.8","20","13.4","40","2018-06-15 14:16","0.5","2.0","0.3","2018-06-15 04:25","0.5","2018-06-15 03:50","4.3","31.7","18.98","15.8","6.0","12","2018-06-15 12:00","8.6"
"16","993.6","1003.2","996.0","2018-06-16 21:35","992.0","2018-06-16 02:09","28.9","34.6","2018-06-16 12:39","25.2","2018-06-16 21:34","21.6","66","45","2018-06-16 12:07","1.7","350","9.0","360","2018-06-16 15:11","25.0","1.8","5.0","2018-06-16 20:48","21.0","2018-06-16 20:33","8.8","64.8","27.19","14.9","-5.2","10","2018-06-16 12:00","5.4"
"17","994.6","1004.3","995.5","2018-06-17 00:01","993.2","2018-06-17 14:09","27.1","33.1","2018-06-17 10:21","24.9","2018-06-17 02:11","24.9","88","63","2018-06-17 10:15","0.7","240","8.3","150","2018-06-17 14:31","18.5","2.6","5.5","2018-06-17 14:23","11.0","2018-06-17 14:20","2.8","20.6","13.40","13.6","-1.1","8","2018-06-17 11:00","9.0"
"18","994.5","1004.2","996.1","2018-06-18 08:53","993.2","2018-06-18 14:44","26.5","29.2","2018-06-18 12:55","25.2","2018-06-18 03:20","24.8","90","74","2018-06-18 12:56","0.8","200","8.0","190","2018-06-18 17:49","4.0","7.1","0.5","2018-06-18 08:52","1.5","2018-06-18 15:00","0.7","5.2","6.62","16.9","-1.2","4","2018-06-18 11:00","9.5"
"19","996.6","1006.4","998.7","2018-06-19 21:23","993.6","2018-06-19 01:55","25.1","27.0","2018-06-19 02:47","24.1","2018-06-19 15:49","23.8","92","78","2018-06-19 02:47","1.4","160","9.8","190","2018-06-19 15:27","48.5","15.4","6.5","2018-06-19 15:14","14.0","2018-06-19 15:12","0.0","0.0","2.59","10.9","-2.5","2","2018-06-19 14:00","9.5"
"20","997.5","1007.3","999.5","2018-06-20 23:25","996.0","2018-06-20 16:59","25.0","27.1","2018-06-20 16:59","24.0","2018-06-20 00:51","24.0","94","87","2018-06-20 16:59","0.9","140","6.1","170","2018-06-20 12:05","67.0","8.7","8.0","2018-06-20 10:07","27.5","2018-06-20 09:17","0.0","0.0","2.97","11.5","/","1","2018-06-20 15:00","9.5"
"21","997.9","1007.6","999.0","2018-06-21 00:01","996.4","2018-06-21 14:41","27.6","32.3","2018-06-21 13:50","24.4","2018-06-21 04:09","24.8","85","69","2018-06-21 11:33","1.3","180","9.2","170","2018-06-21 15:00","5.0","1.8","2.0","2018-06-21 01:26","3.5","2018-06-21 00:36","2.3","16.9","15.61","13.9","-1.3","7","2018-06-21 14:00","7.8"
"22","998.5","1008.2","1000.2","2018-06-22 22:31","996.9","2018-06-22 16:24","27.5","32.0","2018-06-22 11:51","24.9","2018-06-22 04:57","24.7","85","70","2018-06-22 11:48","1.2","170","8.5","220","2018-06-22 11:32","7.0","0.7","6.0","2018-06-22 14:03","7.0","2018-06-22 13:10","3.5","25.8","13.58","14.3","-1.1","8","2018-06-22 12:00","7.8"
"23","999.0","1008.8","1000.1","2018-06-23 21:26","997.8","2018-06-23 03:20","28.1","32.7","2018-06-23 12:15","24.9","2018-06-23 04:30","24.3","80","65","2018-06-23 12:17","1.5","210","10.9","250","2018-06-23 13:49","T","0.1","T","2018-06-23 12:53","T","2018-06-23 12:53","2.9","21.3","16.48","14.5","-3.6","7","2018-06-23 13:00","7.5"
"24","1000.4","1010.1","1002.0","2018-06-24 23:28","999.2","2018-06-24 16:36","28.6","32.8","2018-06-24 14:07","25.5","2018-06-24 05:42","24.5","79","66","2018-06-24 10:45","1.1","240","7.2","240","2018-06-24 14:08","0.0","0.0","0.0","","0.0","","3.6","26.5","19.35","17.5","4.2","9","2018-06-24 14:00","8.4"
"25","1001.2","1010.9","1002.5","2018-06-25 21:20","999.6","2018-06-25 14:48","28.8","33.5","2018-06-25 12:41","25.0","2018-06-25 05:22","24.1","76","62","2018-06-25 16:01","1.3","240","8.2","260","2018-06-25 15:37","0.0","0.0","0.0","","0.0","","8.2","60.4","24.56","12.4","4.5","9","2018-06-25 12:00","4.8"
"26","1001.5","1011.2","1002.6","2018-06-26 08:36","1000.2","2018-06-26 17:33","28.9","32.6","2018-06-26 14:58","24.9","2018-06-26 05:14","23.4","73","57","2018-06-26 14:48","0.8","350","7.0","350","2018-06-26 16:06","0.0","0.0","0.0","","0.0","","6.1","44.9","17.31","14.1","4.3","6","2018-06-26 10:00","4.4"
"27","1000.1","1009.8","1001.7","2018-06-27 00:54","998.0","2018-06-27 15:44","29.1","34.2","2018-06-27 14:00","25.3","2018-06-27 05:16","22.9","70","53","2018-06-27 15:31","1.1","300","6.6","240","2018-06-27 17:37","0.0","0.0","0.0","","0.0","","9.7","71.4","26.16","13.5","4.9","9","2018-06-27 14:00","5.0"
"28","997.6","1007.2","1000.0","2018-06-28 00:01","995.6","2018-06-28 16:55","28.4","32.8","2018-06-28 13:56","24.6","2018-06-28 05:08","23.6","76","64","2018-06-28 10:52","1.4","180","7.8","230","2018-06-28 14:46","T","0.3","T","2018-06-28 15:10","T","2018-06-28 15:10","5.3","39.0","18.89","13.1","-3.1","7","2018-06-28 14:00","6.6"
"29","994.7","1004.3","996.4","2018-06-29 00:01","992.5","2018-06-29 16:13","29.5","34.1","2018-06-29 13:10","26.0","2018-06-29 05:22","23.9","73","57","2018-06-29 13:00","1.8","170","7.8","210","2018-06-29 11:34","0.0","0.0","0.0","","0.0","","9.0","66.3","26.83","16.0","-4.7","9","2018-06-29 13:00","5.8"
"30","995.1","1004.8","997.2","2018-06-30 22:18","993.1","2018-06-30 15:10","28.4","33.3","2018-06-30 14:05","24.5","2018-06-30 23:41","24.0","78","59","2018-06-30 14:20","0.9","80","6.8","160","2018-06-30 15:36","16.5","3.9","2.0","2018-06-30 21:15","6.0","2018-06-30 21:15","3.0","22.1","13.98","12.3","-1.9","6","2018-06-30 10:00","8.1"